,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,0.0315,1236563,501661246,0.0017
1,2026-02-28,VanEck ETF Trust-VanEck Morningstar Wide Moat ETF,0.026500002,1038617,421356533,-0.0146
2,2025-12-31,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,0.0252,990527,401846901,0.024300002
3,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Small-Cap Index Fund,0.0227,890474,361256399,-0.042600002
4,2026-01-31,First TRT Exch-Trd Fd. VI-First TRT RBA American Industrial Renaissanc,0.0156,612203,248364636,-0.1297
5,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Small-Cap Value Index Fund,0.0146,574159,232930566,-0.0355
6,2026-02-28,SPDR SERIES TRUST-State Street SPDR S&P Aerospace & Defense ETF,0.0139,546253,221609380,0.027
7,2026-01-31,iShares Trust-iShares Core S&P 500 ETF,0.0128999995,504557,204693730,-0.0105
8,2026-01-31,iShares Trust-iShares U.S. Aerospace & Defense ETF,0.0127,497119,201676208,0.0654
9,2026-02-28,Fidelity Concord Street Trust-Fidelity 500 Index Fund,0.0127,499393,202598747,0.0017
