period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,2999804580,2859000000,3094100000,12,2734000000,0.097200006
+1q,3182486420,3090000000,3243000000,12,3082000000,0.0326
0y,12965223340,12786802980,13225000000,12,12484000000,0.0385
+1y,13786171560,13523017950,14148000000,11,12965223340,0.0633
