period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,6225434940,6193000000,6278044550,7,5452000000,0.1419
+1q,6351768710,6334000000,6376612280,6,5661000000,0.122
0y,25681436540,25572688630,25806000000,10,23099000000,0.1118
+1y,26895890890,26052000000,27239000000,10,25681436540,0.0473
