period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,2.18399,2.11,2.3,1.96,14,0.114300005
+1q,2.48106,2.26,2.63,2.02,14,0.2282
0y,9.77161,9.475,10.3,8.83,17,0.1066
+1y,10.93748,10.55,11.45,9.77161,17,0.1193
