period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,19334662710,18574000000,19888000000,7,18827000000,0.027
+1q,19743465720,18941000000,20722794300,6,17921000000,0.1017
0y,79425752590,76176000000,81530400000,9,78840000000,0.0074
+1y,83112656020,79317000000,85246700000,9,79425752590,0.0464
