period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.79083,0.78,0.85,0.75,26,0.0544
+1q,0.8646,0.83,0.9,0.75,24,0.1528
0y,3.46229,3.4,3.72,3.06,31,0.13149999
+1y,3.90582,3.78,4.0,3.46229,30,0.12810001
