period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.89432,1.87,1.94,1.86,11,0.0185
+1q,2.28299,2.23,2.38,2.04,11,0.1191
0y,8.80369,8.7,9.09605,8.14,12,0.081499994
+1y,9.49359,9.03,10.29871,8.80369,12,0.0784
