,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.259774,0.21,0.280612,0.225,0.247952,
Normalized EBITDA,481200000.0,410700000.0,335200000.0,399500000.0,373900000.0,
Total Unusual Items,,,,,0.0,0.0
Total Unusual Items Excluding Goodwill,,,,,0.0,0.0
Net Income From Continuing Operation Net Minority Interest,-1061100000.0,345700000.0,203400000.0,230300000.0,268500000.0,
Reconciled Depreciation,36000000.0,38300000.0,40100000.0,41500000.0,44100000.0,
Reconciled Cost Of Revenue,2832900000.0,1050600000.0,980700000.0,942200000.0,957200000.0,
EBITDA,481200000.0,410700000.0,335200000.0,399500000.0,373900000.0,
EBIT,-1322400000.0,372400000.0,295100000.0,358000000.0,329800000.0,
Net Interest Income,-1400000.0,-15200000.0,-10200000.0,-1800000.0,12200000.0,
Interest Expense,23000000.0,25700000.0,20700000.0,13100000.0,12400000.0,
Interest Income,21600000.0,10500000.0,10500000.0,11300000.0,24600000.0,
Normalized Income,-1061100000.0,345700000.0,203400000.0,230300000.0,268500000.0,
Net Income From Continuing And Discontinued Operation,-1061100000.0,345700000.0,203400000.0,230300000.0,268500000.0,
Total Expenses,3150100000.0,1369500000.0,1301300000.0,1251900000.0,1281300000.0,
Total Operating Income As Reported,-1458100000.0,270900000.0,214200000.0,277300000.0,311700000.0,
Diluted Average Shares,453800000.0,454600000.0,455200000.0,454000000.0,454100000.0,
Basic Average Shares,451200000.0,452400000.0,453800000.0,452900000.0,453300000.0,
Diluted EPS,-2.63,0.66,-0.03,0.38,0.46,
Basic EPS,-2.63,0.67,-0.03,0.38,0.46,
Diluted NI Availto Com Stockholders,-1186200000.0,301300000.0,-12500000.0,171100000.0,209300000.0,
Net Income Common Stockholders,-1186200000.0,301300000.0,-12500000.0,171100000.0,209300000.0,
Otherunder Preferred Stock Dividend,80700000.0,0.0,159300000.0,,,
Preferred Stock Dividends,44400000.0,44400000.0,56600000.0,59200000.0,59200000.0,
Net Income,-1061100000.0,345700000.0,203400000.0,230300000.0,268500000.0,
Minority Interests,-65200000.0,-10700000.0,6000000.0,-37000000.0,29800000.0,
Net Income Including Noncontrolling Interests,-995900000.0,356400000.0,197400000.0,267300000.0,238700000.0,
Net Income Continuous Operations,-995900000.0,356400000.0,197400000.0,267300000.0,238700000.0,
Tax Provision,-349500000.0,-9700000.0,77000000.0,77600000.0,78700000.0,
Pretax Income,-1345400000.0,346700000.0,274400000.0,344900000.0,317400000.0,
Other Income Expense,114100000.0,91000000.0,70400000.0,69400000.0,-6500000.0,
Other Non Operating Income Expenses,88700000.0,56200000.0,45400000.0,49800000.0,-26600000.0,
Special Income Charges,,,,,0.0,0.0
Restructuring And Mergern Acquisition,,,,,0.0,0.0
Earnings From Equity Interest,25400000.0,34800000.0,25000000.0,19600000.0,20100000.0,
Net Non Operating Interest Income Expense,-1400000.0,-15200000.0,-10200000.0,-1800000.0,12200000.0,
Interest Expense Non Operating,23000000.0,25700000.0,20700000.0,13100000.0,12400000.0,
Interest Income Non Operating,21600000.0,10500000.0,10500000.0,11300000.0,24600000.0,
Operating Income,-1458100000.0,270900000.0,214200000.0,277300000.0,311700000.0,
Operating Expense,2084800000.0,289600000.0,290200000.0,278300000.0,290900000.0,
Other Operating Expenses,108700000.0,109200000.0,118200000.0,113900000.0,121300000.0,
Depreciation Amortization Depletion Income Statement,1803600000.0,9000000.0,9700000.0,10100000.0,10900000.0,
Depreciation And Amortization In Income Statement,1803600000.0,9000000.0,9700000.0,10100000.0,10900000.0,
Amortization,1803600000.0,9000000.0,9700000.0,10100000.0,10900000.0,
Amortization Of Intangibles Income Statement,1803600000.0,9000000.0,9700000.0,10100000.0,10900000.0,
Selling General And Administration,172500000.0,171400000.0,162300000.0,154300000.0,158700000.0,
Selling And Marketing Expense,23800000.0,20100000.0,23100000.0,17000000.0,23700000.0,
General And Administrative Expense,148700000.0,151300000.0,139200000.0,137300000.0,135000000.0,
Other Gand A,148700000.0,151300000.0,139200000.0,137300000.0,135000000.0,
Gross Profit,626700000.0,560500000.0,504400000.0,555600000.0,602600000.0,
Cost Of Revenue,1065300000.0,1079900000.0,1011100000.0,973600000.0,990400000.0,
Total Revenue,1692000000.0,1640400000.0,1515500000.0,1529200000.0,1593000000.0,
Operating Revenue,1641000000.0,1591900000.0,1467300000.0,1474700000.0,1542200000.0,
