period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,1277389320,1252457270,1304100000,4,1108700000,0.1522
+1q,1297177700,1228210810,1342500000,4,1104600000,0.1743
0y,5256173390,5047054920,5405400000,3,4658500000,0.1283
+1y,5567692310,5371597680,5745400000,3,5256173390,0.059299998
