period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,727544960,724000000,730700000,7,682938000,0.0653
+1q,766890630,758000000,773100000,7,741509000,0.0342
0y,2946967630,2934000000,2954700000,8,2791687000,0.0556
+1y,3092989500,3058500000,3131000000,8,2946967630,0.0495
