period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,17216000000,17216000000,17216000000,1,16452000000.0,0.0464
+1q,0,0,0,0,,
0y,71692047910,70347000000,73679687470,6,67685000000.0,0.0592
+1y,75252344030,73263000000,77424000000,7,71692047910.0,0.0497
