period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,2.67792,2.63,2.86,2.39,28,0.1205
+1q,2.87029,2.6,3.17,2.48,27,0.1574
0y,11.04853,10.22,11.51,9.42,33,0.1729
+1y,13.91739,11.1,16.78,11.04853,34,0.2597
