,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Free Cash Flow,301200000.0,268500000.0,171200000.0,-59900000.0,272800000.0,
Repurchase Of Capital Stock,-118700000.0,-93600000.0,-98400000.0,-261600000.0,-140000000.0,
Repayment Of Debt,-1100000.0,-6700000.0,-26600000.0,-525000000.0,-2900000.0,
Issuance Of Debt,-300000.0,,,,539200000.0,0.0
Capital Expenditure,-75600000.0,-43600000.0,-37600000.0,-43600000.0,-78400000.0,
End Cash Position,202800000.0,536300000.0,215900000.0,195900000.0,329100000.0,
Beginning Cash Position,536300000.0,215900000.0,195900000.0,329100000.0,212700000.0,
Effect Of Exchange Rate Changes,400000.0,-1200000.0,2800000.0,1200000.0,-4900000.0,
Changes In Cash,-333900000.0,321600000.0,17200000.0,-134400000.0,121300000.0,
Financing Cash Flow,-219300000.0,52900000.0,-163600000.0,-84900000.0,-156300000.0,
Cash Flow From Continuing Financing Activities,-219300000.0,52900000.0,-163600000.0,-84900000.0,-156300000.0,
Net Other Financing Charges,32700000.0,-16300000.0,15200000.0,-25400000.0,-5000000.0,
Cash Dividends Paid,-72400000.0,-73100000.0,-73500000.0,-69400000.0,-70400000.0,
Common Stock Dividend Paid,-72400000.0,-73100000.0,-73500000.0,-69400000.0,-70400000.0,
Net Common Stock Issuance,-118700000.0,-93600000.0,-98400000.0,-261600000.0,-140000000.0,
Common Stock Payments,-118700000.0,-93600000.0,-98400000.0,-261600000.0,-140000000.0,
Net Issuance Payments Of Debt,-60900000.0,235900000.0,-6900000.0,271500000.0,59100000.0,
Net Short Term Debt Issuance,-59500000.0,-334200000.0,19700000.0,796500000.0,-477200000.0,
Net Long Term Debt Issuance,-1400000.0,570100000.0,-26600000.0,-525000000.0,536300000.0,
Long Term Debt Payments,-1100000.0,-6700000.0,-26600000.0,-525000000.0,-2900000.0,
Long Term Debt Issuance,-300000.0,,,,539200000.0,0.0
Investing Cash Flow,-491400000.0,-43400000.0,-28000000.0,-33200000.0,-73600000.0,
Cash Flow From Continuing Investing Activities,-491400000.0,-43400000.0,-28000000.0,-33200000.0,-73600000.0,
Net Other Investing Changes,-1000000.0,-4300000.0,2000000.0,6800000.0,6500000.0,
Net Investment Purchase And Sale,-26100000.0,0.0,0.0,6200000.0,0.0,
Sale Of Investment,0.0,0.0,0.0,6200000.0,0.0,
Purchase Of Investment,-26100000.0,0.0,0.0,0.0,0.0,
Net Business Purchase And Sale,-391100000.0,0.0,-8100000.0,-2600000.0,-1900000.0,
Purchase Of Business,-391100000.0,0.0,-8100000.0,-2600000.0,-1900000.0,
Net Intangibles Purchase And Sale,-8500000.0,-7700000.0,-7600000.0,-7600000.0,-8900000.0,
Purchase Of Intangibles,-8500000.0,-7700000.0,-7600000.0,-7600000.0,-8900000.0,
Net PPE Purchase And Sale,-64700000.0,-31400000.0,-14300000.0,-36000000.0,-69300000.0,
Sale Of PPE,2400000.0,4500000.0,15700000.0,0.0,200000.0,
Purchase Of PPE,-67100000.0,-35900000.0,-30000000.0,-36000000.0,-69500000.0,
Operating Cash Flow,376800000.0,312100000.0,208800000.0,-16300000.0,351200000.0,
Cash Flow From Continuing Operating Activities,376800000.0,312100000.0,208800000.0,-16300000.0,351200000.0,
Change In Working Capital,95800000.0,31700000.0,-84300000.0,-286000000.0,93300000.0,
Other Non Cash Items,17100000.0,10900000.0,300000.0,20500000.0,7500000.0,
Stock Based Compensation,5200000.0,8000000.0,6800000.0,7900000.0,4500000.0,
Provisionand Write Offof Assets,12000000.0,13900000.0,13400000.0,11900000.0,9200000.0,
Deferred Tax,-5200000.0,-2700000.0,2800000.0,-14800000.0,-15500000.0,
Deferred Income Tax,-5200000.0,-2700000.0,2800000.0,-14800000.0,-15500000.0,
Depreciation Amortization Depletion,85500000.0,84000000.0,80800000.0,77900000.0,78200000.0,
Depreciation And Amortization,85500000.0,84000000.0,80800000.0,77900000.0,78200000.0,
Amortization Cash Flow,33700000.0,29700000.0,29300000.0,29100000.0,28600000.0,
Amortization Of Intangibles,33700000.0,29700000.0,29300000.0,29100000.0,28600000.0,
Depreciation,51800000.0,54300000.0,51500000.0,48800000.0,49600000.0,
Net Income From Continuing Operations,166400000.0,166300000.0,189000000.0,166300000.0,174000000.0,
