period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,2257787620,2211400000,2274500000,7,2148300000,0.051
+1q,2319222600,2304800000,2341000000,7,2220500000,0.044499997
0y,9278631660,9191400000,9482700000,8,8855500000,0.0478
+1y,9641782220,9367900000,9957000000,9,9278631660,0.039100002
