period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,2.42068,2.38,2.43,2.3,7,0.0525
+1q,2.54955,2.4,2.62,2.42,7,0.0535
0y,10.16174,9.75,10.49,9.53,9,0.066300005
+1y,11.3523,10.95,12.08,10.16174,10,0.1172
