,2025-09-30,2024-09-30,2023-09-30,2022-09-30,2021-09-30
Tax Effect Of Unusual Items,-42500000.0,-43750000.0,-59200000.0,-20832000.0,
Tax Rate For Calcs,0.25,0.25,0.16,0.112,
Normalized EBITDA,4289000000.0,3868000000.0,3512000000.0,3770000000.0,
Total Unusual Items,-170000000.0,-175000000.0,-370000000.0,-186000000.0,
Total Unusual Items Excluding Goodwill,-170000000.0,-175000000.0,-370000000.0,-186000000.0,
Net Income From Continuing Operation Net Minority Interest,1843000000.0,3194000000.0,1904000000.0,2427000000.0,
Reconciled Depreciation,838000000.0,826000000.0,794000000.0,785000000.0,
Reconciled Cost Of Revenue,11183000000.0,10389000000.0,10979000000.0,11037000000.0,
EBITDA,4119000000.0,3693000000.0,3142000000.0,3584000000.0,
EBIT,3281000000.0,2867000000.0,2348000000.0,2799000000.0,
Net Interest Income,6000000.0,17000000.0,-20000000.0,-51000000.0,
Interest Expense,77000000.0,70000000.0,80000000.0,66000000.0,
Interest Income,83000000.0,87000000.0,60000000.0,15000000.0,
Normalized Income,1970500000.0,3325250000.0,2214800000.0,2592168000.0,
Net Income From Continuing And Discontinued Operation,1842000000.0,3193000000.0,1910000000.0,2428000000.0,
Total Expenses,13878000000.0,12862000000.0,13357000000.0,13339000000.0,
Total Operating Income As Reported,3211000000.0,2796000000.0,2304000000.0,2756000000.0,
Diluted Average Shares,299000000.0,309000000.0,317000000.0,325000000.0,
Basic Average Shares,297000000.0,307000000.0,315000000.0,323000000.0,
Diluted EPS,6.16,10.33,6.03,7.47,
Basic EPS,6.2,10.4,6.06,7.52,
Diluted NI Availto Com Stockholders,1842000000.0,3193000000.0,1910000000.0,2428000000.0,
Net Income Common Stockholders,1842000000.0,3193000000.0,1910000000.0,2428000000.0,
Net Income,1842000000.0,3193000000.0,1910000000.0,2428000000.0,
Net Income Including Noncontrolling Interests,1842000000.0,3193000000.0,1910000000.0,2428000000.0,
Net Income Discontinuous Operations,-1000000.0,-1000000.0,6000000.0,1000000.0,
Net Income Continuous Operations,1843000000.0,3194000000.0,1904000000.0,2427000000.0,
Tax Provision,1361000000.0,-397000000.0,364000000.0,306000000.0,
Pretax Income,3204000000.0,2797000000.0,2268000000.0,2733000000.0,
Other Income Expense,-186000000.0,-203000000.0,-389000000.0,-158000000.0,
Other Non Operating Income Expenses,-16000000.0,-28000000.0,-19000000.0,28000000.0,
Special Income Charges,-170000000.0,-175000000.0,-370000000.0,-186000000.0,
Gain On Sale Of Business,1000000.0,10000000.0,-77000000.0,-4000000.0,
Write Off,,,77000000.0,4000000.0,21000000.0
Impairment Of Capital Assets,,,,0.0,0.0
Restructuring And Mergern Acquisition,171000000.0,185000000.0,293000000.0,182000000.0,
Net Non Operating Interest Income Expense,6000000.0,17000000.0,-20000000.0,-51000000.0,
Interest Expense Non Operating,77000000.0,70000000.0,80000000.0,66000000.0,
Interest Income Non Operating,83000000.0,87000000.0,60000000.0,15000000.0,
Operating Income,3384000000.0,2983000000.0,2677000000.0,2942000000.0,
Operating Expense,2695000000.0,2473000000.0,2378000000.0,2302000000.0,
Research And Development,829000000.0,741000000.0,708000000.0,718000000.0,
Selling General And Administration,1866000000.0,1732000000.0,1670000000.0,1584000000.0,
Gross Profit,6079000000.0,5456000000.0,5055000000.0,5244000000.0,
Cost Of Revenue,11183000000.0,10389000000.0,10979000000.0,11037000000.0,
Total Revenue,17262000000.0,15845000000.0,16034000000.0,16281000000.0,
Operating Revenue,17262000000.0,15845000000.0,16034000000.0,16281000000.0,
