,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,0.0315,9239518,1934339251,-0.0068
1,2025-12-31,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,0.0253,7418839,1553171007,0.0178
2,2025-12-31,Dodge & Cox Funds-Dodge & Cox Stock Fund,0.0249,7315975,1531635914,-0.0783
3,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Mid-Cap Index Fund,0.0218,6403293,1340561378,-0.020299999
4,2025-12-31,Dodge & Cox Funds-Dodge & Cox International Stock Fund,0.0138,4056985,849350077,-0.0619
5,2026-01-31,iShares Trust-iShares Core S&P 500 ETF,0.0128999995,3785706,792556463,-0.0094
6,2026-02-28,Fidelity Concord Street Trust-Fidelity 500 Index Fund,0.0128,3743922,783808774,0.0017
7,2026-02-28,SPDR S&P 500 ETF TRUST-State Street SPDR S&P 500 ETF Trust,0.0117999995,3465632,725547372,-0.0185
8,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Value Index Fund,0.0092,2707268,566780080,0.0199
9,2026-02-28,SELECT SECTOR SPDR TRT-State Street Technology Select Sector SPDR ETF,0.0078,2282798,477915165,-0.0163
