period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,2.12072,1.49,2.36715,1.89,13,0.1221
+1q,2.24602,1.96,2.6,2.5,13,-0.1016
0y,9.2412,9.02323,9.41,9.43,16,-0.02
+1y,10.4445,9.98517,11.02,9.2412,15,0.1302
