,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.231335,0.231496,0.229,0.239
Total Unusual Items,,-43000000.0,-43000000.0,
Total Unusual Items Excluding Goodwill,,-43000000.0,-43000000.0,
Net Income From Continuing Operation Net Minority Interest,3552000000.0,3499000000.0,2238000000.0,3016000000.0
Reconciled Depreciation,514000000.0,481000000.0,458000000.0,419000000.0
Net Interest Income,18466000000.0,18011000000.0,16999000000.0,15625000000.0
Interest Expense,4135000000.0,4634000000.0,3711000000.0,1521000000.0
Interest Income,22601000000.0,22645000000.0,20710000000.0,17146000000.0
Normalized Income,3552000000.0,3499000000.0,2238000000.0,3016000000.0
Net Income From Continuing And Discontinued Operation,3552000000.0,3499000000.0,2238000000.0,3016000000.0
Diluted Average Shares,373900000.0,400600000.0,423500000.0,483400000.0
Basic Average Shares,369900000.0,396500000.0,421200000.0,480400000.0
Diluted EPS,9.28,8.55,5.19,6.15
Basic EPS,9.38,8.64,5.21,6.19
Diluted NI Availto Com Stockholders,3469000000.0,3427000000.0,2196000000.0,2974000000.0
Net Income Common Stockholders,3469000000.0,3427000000.0,2196000000.0,2974000000.0
Preferred Stock Dividends,83000000.0,72000000.0,42000000.0,42000000.0
Net Income,3552000000.0,3499000000.0,2238000000.0,3016000000.0
Net Income Including Noncontrolling Interests,3552000000.0,3499000000.0,2238000000.0,3016000000.0
Net Income Continuous Operations,3552000000.0,3499000000.0,2238000000.0,3016000000.0
Tax Provision,1069000000.0,1054000000.0,666000000.0,946000000.0
Pretax Income,4621000000.0,4553000000.0,2904000000.0,3962000000.0
Special Income Charges,,-43000000.0,-43000000.0,
Restructuring And Mergern Acquisition,,43000000.0,43000000.0,
Selling General And Administration,2604000000.0,2396000000.0,2411000000.0,2168000000.0
Selling And Marketing Expense,511000000.0,524000000.0,527000000.0,487000000.0
General And Administrative Expense,2093000000.0,1872000000.0,1884000000.0,1681000000.0
Salaries And Wages,2093000000.0,1872000000.0,1884000000.0,1681000000.0
Total Revenue,14981000000.0,16125000000.0,13627000000.0,11674000000.0
Operating Revenue,14981000000.0,16125000000.0,13627000000.0,11674000000.0
Professional Expense And Contract Services Expense,936000000.0,936000000.0,842000000.0,832000000.0
Other Non Interest Expense,1595000000.0,1507000000.0,1505000000.0,1337000000.0
