period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,879160800,859246970,912810000,11,894000000,-0.0166
+1q,917473980,887590000,937900000,7,924000000,-0.0070999996
0y,3891164970,3847000000,3928810000,17,3975000000,-0.0211
+1y,3934799260,3826614700,3998000000,17,3891164970,0.0112
