period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.32266,0.27,0.37,0.31,13,0.040799998
+1q,0.37859,0.35,0.4,0.36,11,0.051599998
0y,1.7419,1.69,1.8098,1.84,15,-0.0533
+1y,1.69954,1.63,1.80542,1.7419,17,-0.024300002
