,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2026-02-28,VanEck ETF Trust-VanEck Morningstar Wide Moat ETF,0.037,10748083,285737776,-0.0146
1,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,0.031400003,9124407,242572351,-0.00029999999
2,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Small-Cap Index Fund,0.0225,6543307,173953810,-0.0434
3,2026-02-28,ProShares Trust-ProShares S&P 500 Dividend Aristocrats ETF,0.020499999,5944098,158023839,0.0023
4,2026-01-31,Invesco Exchange-Traded Fund Trust-Invesco S&P 500 Equal Weight ETF,0.018099999,5247518,139505261,0.0584
5,2025-12-31,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,0.0153,4431651,117815437,0.02
6,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Small-Cap Value Index Fund,0.0145000005,4221766,112235645,-0.0353
7,2026-01-31,iShares Trust-iShares Core S&P 500 ETF,0.0078,2267216,60273935,-0.0104
8,2026-02-28,Fidelity Concord Street Trust-Fidelity 500 Index Fund,0.0077,2240976,59576344,0.0016
9,2026-02-28,Fidelity Rutland Square TRT II-Strategic Advisers Fidelity U.S. Total ,0.0074,2142475,56957695,0.0739
