,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,Vanguard Group Inc,0.104399994,30295444,805404351,-0.0128999995
1,2025-12-31,"FMR, LLC",0.0884,25653042,681986098,0.1275
2,2025-12-31,Blackrock Inc.,0.05,14512009,385801745,-0.0063
3,2025-12-31,Van Eck Associates Corporation,0.0403,11694296,310892848,0.9157
4,2025-12-31,State Street Corporation,0.0388,11272768,299686526,-0.0249
5,2025-12-31,Invesco Ltd.,0.0226,6547891,174075676,-0.0715
6,2025-12-31,"ProShare Advisors, LLC",0.0196,5676331,150905254,0.0494
7,2025-12-31,"Geode Capital Management, LLC",0.0186,5390455,143305241,-0.0182
8,2025-12-31,Morgan Stanley,0.0186,5402889,143635799,-0.088999994
9,2025-12-31,Black Creek Investment Management Inc.,0.0175,5087952,135263199,0.1125
