period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,5482705580,5416411150,5549000000,2,5463400000,0.0034999999
+1q,5387032640,4926965280,5847100000,2,5086900000,0.059
0y,23352529690,21108883610,27543000000,12,21876000000,0.0675
+1y,24750762860,21900634140,28109000000,12,23352529690,0.059899997
