period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.17304,1.15,1.24,1.11,18,0.056799997
+1q,1.49872,1.44,1.54,1.39,18,0.078200005
0y,5.33984,5.21,5.40487,4.92,19,0.0853
+1y,5.83135,5.65,6.00355,5.33984,18,0.092
