,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Ordinary Shares Number,163235706.0,164817183.0,165334513.0,164542943.0
Share Issued,163235706.0,164817183.0,165334513.0,164542943.0
Net Debt,1537000000.0,1529300000.0,1818000000.0,2208400000.0
Total Debt,1765900000.0,1767100000.0,2093600000.0,2399000000.0
Tangible Book Value,-742200000.0,-757500000.0,-1099900000.0,-1639100000.0
Invested Capital,5507800000.0,5210900000.0,5205400000.0,5025400000.0
Working Capital,582500000.0,541000000.0,619400000.0,495400000.0
Net Tangible Assets,-742200000.0,-757500000.0,-1099900000.0,-1639100000.0
Capital Lease Obligations,127300000.0,119100000.0,105300000.0,81700000.0
Common Stock Equity,3869200000.0,3562900000.0,3217100000.0,2708100000.0
Total Capitalization,5507800000.0,5201600000.0,5205400000.0,5025400000.0
Total Equity Gross Minority Interest,3869200000.0,3562900000.0,3217100000.0,2708100000.0
Stockholders Equity,3869200000.0,3562900000.0,3217100000.0,2708100000.0
Gains Losses Not Affecting Retained Earnings,-268200000.0,-276600000.0,-244400000.0,-239000000.0
Other Equity Adjustments,-268200000.0,-276600000.0,-244400000.0,-239000000.0
Retained Earnings,2822600000.0,2336100000.0,1866200000.0,1390500000.0
Additional Paid In Capital,1313100000.0,1501700000.0,1593600000.0,1554900000.0
Capital Stock,1700000.0,1700000.0,1700000.0,1700000.0
Common Stock,1700000.0,1700000.0,1700000.0,1700000.0
Total Liabilities Net Minority Interest,2999600000.0,2883600000.0,3346200000.0,3739400000.0
Total Non Current Liabilities Net Minority Interest,2040300000.0,1988500000.0,2396600000.0,2676300000.0
Other Non Current Liabilities,86800000.0,97200000.0,83900000.0,83500000.0
Derivative Product Liabilities,69000000.0,16300000.0,70000000.0,52200000.0
Employee Benefits,58800000.0,61600000.0,73600000.0,70800000.0
Non Current Pension And Other Postretirement Benefit Plans,58800000.0,61600000.0,73600000.0,70800000.0
Tradeand Other Payables Non Current,8500000.0,8100000.0,35600000.0,35100000.0
Non Current Deferred Liabilities,79800000.0,73800000.0,66100000.0,65000000.0
Non Current Deferred Taxes Liabilities,47500000.0,44400000.0,40000000.0,43300000.0
Long Term Debt And Capital Lease Obligation,1737400000.0,1731500000.0,2067400000.0,2369700000.0
Long Term Capital Lease Obligation,98800000.0,92800000.0,79100000.0,52400000.0
Long Term Debt,1638600000.0,1638700000.0,1988300000.0,2317300000.0
Current Liabilities,959300000.0,895100000.0,949600000.0,1063100000.0
Other Current Liabilities,99400000.0,80200000.0,103200000.0,112300000.0
Current Deferred Liabilities,37400000.0,33800000.0,46900000.0,43800000.0
Current Deferred Revenue,37400000.0,33800000.0,46900000.0,43800000.0
Current Debt And Capital Lease Obligation,28500000.0,35600000.0,26200000.0,29300000.0
Current Capital Lease Obligation,28500000.0,26300000.0,26200000.0,29300000.0
Current Debt,,9300000.0,,
Other Current Borrowings,,9300000.0,,
Pensionand Other Post Retirement Benefit Plans Current,120100000.0,116200000.0,125400000.0,106000000.0
Payables And Accrued Expenses,673900000.0,629300000.0,647900000.0,771700000.0
Current Accrued Expenses,301500000.0,286500000.0,310300000.0,358700000.0
Interest Payable,22500000.0,5500000.0,29700000.0,32900000.0
Payables,372400000.0,342800000.0,337600000.0,413000000.0
Dividends Payable,44100000.0,41200000.0,38000000.0,36200000.0
Total Tax Payable,26800000.0,28800000.0,20700000.0,21800000.0
Income Tax Payable,26800000.0,28800000.0,20700000.0,21800000.0
Accounts Payable,301500000.0,272800000.0,278900000.0,355000000.0
Total Assets,6868800000.0,6446500000.0,6563300000.0,6447500000.0
Total Non Current Assets,5327000000.0,5010400000.0,4994300000.0,4889000000.0
