,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-14101652.346332,-12030755.320629,0.0,0.0
Tax Rate For Calcs,0.141441,0.129782,0.21,0.122
Normalized EBITDA,1043300000.0,1014800000.0,852000000.0,719000000.0
Total Unusual Items,-99700000.0,-92700000.0,0.0,200000.0
Total Unusual Items Excluding Goodwill,-99700000.0,-92700000.0,0.0,200000.0
Net Income From Continuing Operation Net Minority Interest,649500000.0,625600000.0,622900000.0,483200000.0
Reconciled Depreciation,117700000.0,114600000.0,114800000.0,106600000.0
Reconciled Cost Of Revenue,2485700000.0,2484000000.0,2585300000.0,2757200000.0
EBITDA,943600000.0,922100000.0,852000000.0,719000000.0
EBIT,825900000.0,807500000.0,737200000.0,612400000.0
Net Interest Income,-69400000.0,-88600000.0,-118300000.0,-61800000.0
Interest Expense,69400000.0,88600000.0,118300000.0,61800000.0
Normalized Income,735098347.653668,706269244.679371,622900000.0,483200000.0
Net Income From Continuing And Discontinued Operation,653800000.0,625400000.0,622700000.0,480900000.0
Total Expenses,3245100000.0,3186300000.0,3365300000.0,3526500000.0
Total Operating Income As Reported,857500000.0,803800000.0,739200000.0,595300000.0
Diluted Average Shares,165500000.0,167100000.0,166300000.0,165600000.0
Basic Average Shares,164100000.0,165600000.0,165100000.0,164800000.0
Diluted EPS,3.96,3.74,3.75,2.9
Basic EPS,3.99,3.78,3.77,2.92
Diluted NI Availto Com Stockholders,653800000.0,625400000.0,622700000.0,480900000.0
Net Income Common Stockholders,653800000.0,625400000.0,622700000.0,480900000.0
Net Income,653800000.0,625400000.0,622700000.0,480900000.0
Net Income Including Noncontrolling Interests,653800000.0,625400000.0,622700000.0,480900000.0
Net Income Discontinuous Operations,4300000.0,-200000.0,-200000.0,-2300000.0
Net Income Continuous Operations,649500000.0,625600000.0,622900000.0,483200000.0
Tax Provision,107000000.0,93300000.0,-4000000.0,67400000.0
Pretax Income,756500000.0,718900000.0,618900000.0,550600000.0
Other Income Expense,-105000000.0,-89000000.0,-2000000.0,17100000.0
Other Non Operating Income Expenses,-5300000.0,3700000.0,-2000000.0,17100000.0
Special Income Charges,-99700000.0,-92700000.0,0.0,200000.0
Gain On Sale Of Business,-26300000.0,0.0,0.0,200000.0
Write Off,1100000.0,6300000.0,,
Restructuring And Mergern Acquisition,72300000.0,86400000.0,,
Net Non Operating Interest Income Expense,-69400000.0,-88600000.0,-118300000.0,-61800000.0
Interest Expense Non Operating,69400000.0,88600000.0,118300000.0,61800000.0
Operating Income,930900000.0,896500000.0,739200000.0,595300000.0
Operating Expense,759400000.0,702300000.0,780000000.0,769300000.0
Research And Development,95900000.0,93600000.0,99800000.0,92200000.0
Selling General And Administration,663500000.0,608700000.0,680200000.0,677100000.0
General And Administrative Expense,663500000.0,608700000.0,,
Other Gand A,663500000.0,608700000.0,,
Gross Profit,1690300000.0,1598800000.0,1519200000.0,1364600000.0
Cost Of Revenue,2485700000.0,2484000000.0,2585300000.0,2757200000.0
Total Revenue,4176000000.0,4082800000.0,4104500000.0,4121800000.0
Operating Revenue,4176000000.0,4082800000.0,4104500000.0,4121800000.0
