period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,10831106780,10781095000,10883300000,21,10435979000,0.0379
+1q,11179962450,11100000000,11274000000,21,10727737000,0.0422
0y,44454543730,44339000000,44901000000,26,42724369000,0.0405
+1y,46311503990,45926765180,47097800000,27,44454543730,0.0418
