period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.84595,0.81,0.88108,0.76,14,0.11310001
+1q,1.00575,0.98,1.05088,0.9,14,0.1175
0y,3.9632,3.9,4.0,3.57,15,0.1101
+1y,4.49159,4.4,4.58,3.9632,15,0.1333
