period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,3309861160,3158300000,3599000000,13,3097000000,0.0687
+1q,3544027420,3411000000,3726000000,13,3338000000,0.0617
0y,13854896860,13472600000,14344000000,14,13161000000,0.052699998
+1y,14339530790,13829800000,14665000000,14,13854896860,0.035
