period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.31792,0.26,0.413,0.55,12,-0.42200002
+1q,0.43766,0.4,0.47,0.59,12,-0.2582
0y,1.90868,1.84,1.95,2.27,14,-0.1592
+1y,2.03697,1.84,2.45,1.90868,15,0.0672
