period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.03,0.9,1.16,1.07,2,-0.0374
+1q,1.115,1.05,1.18,1.01,2,0.103999995
0y,5.37667,5.36,5.39,5.35,3,0.005
+1y,5.84,5.78,5.9,5.37667,2,0.0862
