,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,1460990132.827324,3650859.95086,10080000.0,-2100000.0
Tax Rate For Calcs,0.150664,0.031204,0.21,0.21
Normalized EBITDA,-2338000000.0,-7766000000.0,2267000000.0,-472000000.0
Total Unusual Items,9697000000.0,117000000.0,48000000.0,-10000000.0
Total Unusual Items Excluding Goodwill,9697000000.0,117000000.0,48000000.0,-10000000.0
Net Income From Continuing Operation Net Minority Interest,2235000000.0,-11817000000.0,-2222000000.0,-4935000000.0
Reconciled Depreciation,1953000000.0,1836000000.0,1861000000.0,1979000000.0
Reconciled Cost Of Revenue,85174000000.0,68508000000.0,70070000000.0,63078000000.0
EBITDA,7359000000.0,-7649000000.0,2315000000.0,-482000000.0
EBIT,5406000000.0,-9485000000.0,454000000.0,-2461000000.0
Net Interest Income,-2771000000.0,-2725000000.0,-2459000000.0,-2561000000.0
Interest Expense,2771000000.0,2725000000.0,2459000000.0,2561000000.0
Normalized Income,-6001009867.172676,-11930349140.04914,-2259920000.0,-4927100000.0
Net Income From Continuing And Discontinued Operation,2235000000.0,-11817000000.0,-2222000000.0,-4935000000.0
Total Expenses,94879000000.0,77341000000.0,78615000000.0,70117000000.0
Total Operating Income As Reported,4281000000.0,-10707000000.0,-773000000.0,-3519000000.0
Diluted Average Shares,762300000.0,647200000.0,606100000.0,595200000.0
Basic Average Shares,759036145.0,643627451.0,605449591.0,594578313.0
Diluted EPS,2.48,-18.36,-3.67,-8.3
Basic EPS,2.49,-18.36,-3.67,-8.3
Diluted NI Availto Com Stockholders,1889000000.0,-11875000000.0,-2222000000.0,-4935000000.0
Net Income Common Stockholders,1889000000.0,-11875000000.0,-2222000000.0,-4935000000.0
Otherunder Preferred Stock Dividend,1000000.0,,,
Preferred Stock Dividends,345000000.0,58000000.0,,
Net Income,2235000000.0,-11817000000.0,-2222000000.0,-4935000000.0
Minority Interests,-3000000.0,12000000.0,20000000.0,118000000.0
Net Income Including Noncontrolling Interests,2238000000.0,-11829000000.0,-2242000000.0,-5053000000.0
Net Income Continuous Operations,2238000000.0,-11829000000.0,-2242000000.0,-5053000000.0
Tax Provision,397000000.0,-381000000.0,237000000.0,31000000.0
Pretax Income,2635000000.0,-12210000000.0,-2005000000.0,-5022000000.0
Other Income Expense,10822000000.0,1339000000.0,1275000000.0,1048000000.0
Other Non Operating Income Expenses,1125000000.0,1222000000.0,1227000000.0,1058000000.0
Special Income Charges,9672000000.0,46000000.0,2000000.0,6000000.0
Gain On Sale Of Ppe,9672000000.0,46000000.0,2000000.0,6000000.0
Gain On Sale Of Security,25000000.0,71000000.0,46000000.0,-16000000.0
Net Non Operating Interest Income Expense,-2771000000.0,-2725000000.0,-2459000000.0,-2561000000.0
Interest Expense Non Operating,2771000000.0,2725000000.0,2459000000.0,2561000000.0
Operating Income,-5416000000.0,-10824000000.0,-821000000.0,-3509000000.0
Operating Expense,9705000000.0,8833000000.0,8545000000.0,7039000000.0
Research And Development,3615000000.0,3812000000.0,3377000000.0,2852000000.0
Selling General And Administration,6090000000.0,5021000000.0,5168000000.0,4187000000.0
General And Administrative Expense,6090000000.0,5021000000.0,5168000000.0,4187000000.0
Other Gand A,6090000000.0,5021000000.0,5168000000.0,4187000000.0
Gross Profit,4289000000.0,-1991000000.0,7724000000.0,3530000000.0
Cost Of Revenue,85174000000.0,68508000000.0,70070000000.0,63078000000.0
Total Revenue,89463000000.0,66517000000.0,77794000000.0,66608000000.0
Operating Revenue,89463000000.0,66517000000.0,77794000000.0,66608000000.0
