period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,4.74456,4.17,6.15,4.9,25,-0.0317
+1q,5.79487,4.65,6.25,6.02,25,-0.0374
0y,22.37908,21.58,23.37,21.84,33,0.0247
+1y,23.28741,20.8,24.8,22.37908,31,0.040599998
