period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.82485,0.77104,0.89,0.74,17,0.114700004
+1q,0.81441,0.76,0.88429,0.86,13,-0.053000003
0y,3.42873,3.37148,3.49,4.21,18,-0.1856
+1y,3.29204,3.12,3.43,3.42873,19,-0.0399
