,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2026-01-31,AMERICAN MUTUAL FUND,0.0586,38360848,1683849440,0.39279997
1,2025-12-31,"T. ROWE PRICE CAPITAL APPRECIATION Fd., INC.-T. Rowe Price Capital App",0.0542,35470713,1556986963,0.099300005
2,2025-12-31,AMERICAN BALANCED FUND,0.0356,23289036,1022272245,0.0
3,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,0.0313,20458241,898014498,-0.005
4,2025-12-31,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,0.0252,16461754,722588699,0.022
5,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Mid-Cap Index Fund,0.0217,14209592,623730047,-0.015800001
6,2025-12-31,AMERICAN FUNDS FUNDAMENTAL INVESTORS,0.0187,12226700,536691002,0.0
7,2026-02-28,SELECT SECTOR SPDR TRUST-State Street Utilities Select Sector SPDR ETF,0.0167,10946781,480508957,0.0176
8,2025-12-31,INVESTMENT CO OF AMERICA,0.0147,9591511,421019379,0.0
9,2026-01-31,iShares Trust-iShares Core S&P 500 ETF,0.0128,8401294,368774803,-0.0095
