,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2026-01-31,VANGUARD SPECIALIZED FUNDS-Vanguard Real Estate Index Fund,0.0373,16256828,1395079734,0.0054
1,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,0.031400003,13677680,1173750142,-0.006
2,2025-12-31,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,0.0252,10981860,942408342,0.0221
3,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Mid-Cap Index Fund,0.0217,9478732,813417409,-0.0159
4,2025-12-31,COHEN & STEERS REAL ESTATE SECURITIES Fd. INC-Cohen & Steers Real Esta,0.0152,6608798,567134016,0.0344
5,2025-12-31,COHEN & STEERS Inst. REALTY SHARES INC-Cohen & Steers Inst. Realty Sha,0.0152,6606776,566960498,0.073699996
6,2025-12-31,VANGUARD FENWAY FUNDS-Vanguard Equity Income Fund,0.0149,6501644,557938595,0.0378
7,2025-12-31,COHEN & STEERS REALTY SHARES INC-Cohen & Steers Realty Shares,0.014199999,6205414,532517617,0.0456
8,2025-12-31,LAZARD FUNDS INC-Lazard Global Listed Infrastructure Portfolio,0.0134000005,5833027,500561226,1.2022
9,2026-01-31,iShares Trust-iShares Core S&P 500 ETF,0.0128999995,5603875,480896546,-0.0095
