address1,city,state,zip,country,phone,fax,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,nonDilutedMarketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,corporateActions,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,marketState,shortName,longName,prevName,nameChangeDate,averageAnalystRating,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,priceToBook,sourceInterval,exchangeDataDelayedBy,trailingPegRatio
8020 Katy Freeway,Houston,TX,77024-1908,United States,713 570 3000,713 570 3100,https://www.crowncastle.com,REIT - Specialty,reit-specialty,REIT - Specialty,Real Estate,real-estate,Real Estate,"Crown Castle Inc. owns, operates and leases approximately 40,000 cell towers and approximately 90,000 route miles of fiber supporting small cells and fiber solutions across every major U.S. market. This nationwide portfolio of communications infrastructure connects cities and communities to essential data, technology and wireless service  bringing information, ideas and innovations to the people and businesses that need them.",1500,"[{'maxAge': 1, 'name': 'Mr. Sunit S. Patel C.F.A.', 'age': 63, 'title': 'Executive VP & CFO', 'yearBorn': 1962, 'fiscalYear': 2024, 'totalPay': 117500, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Edward B. Adams Jr.', 'age': 56, 'title': 'Executive VP & General Counsel', 'yearBorn': 1969, 'fiscalYear': 2024, 'totalPay': 1096169, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Daniel K. Schlanger', 'age': 51, 'title': 'Executive VP & Chief Transformation Officer', 'yearBorn': 1974, 'fiscalYear': 2024, 'totalPay': 1379283, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Christopher D. Levendos', 'age': 56, 'title': 'Executive VP & COO of Network', 'yearBorn': 1969, 'fiscalYear': 2024, 'totalPay': 1286833, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Christian H. Hillabrant', 'title': 'CEO, President & Director', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Karen  Rohrkemper', 'title': 'Senior Vice President of Implementation & Operations', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Robert Sean Collins', 'age': 58, 'title': 'Principal Accounting Officer, Vice President & Controller', 'yearBorn': 1967, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Kris  Hinson', 'title': 'VP of Corporate Finance & Treasurer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Fiona  McKone', 'title': 'Vice President of Communications & Marketing', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Timothy P. Grace', 'age': 61, 'title': 'Executive VP & Chief Human Resources Officer', 'yearBorn': 1964, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",2,1,8,5,4,1775001600,1735603200,[],86400,2,86.57,86.43,84.72,86.56,86.57,86.43,84.72,86.56,4.25,5.01,1773360000,1.8859,4.85,0.964,34.053574,29.266521,623093,623093,3468538,3451980,3451980,85.61,85.67,200,100,37421383680,36970051564,75.96,115.76,209.87,1.0,8.776122,85.6638,93.3839,4.753,0.054903544,USD,False,66437050368,0.10413,435150327,436070436,10225288,9281696,1770940800,1773360000,0.0234,0.00135,0.99433,3.2,0.0311,436070436,-3.759,1767139200,1798675200,1767139200,1103000064,2.52,2.93219,15.581,23.933,-0.08710325,0.32693863,1.063,1773360000,EQUITY,85.815,125.0,84.0,97.37,94.5,2.09524,buy,20,99000000,0.227,2776000000,29565999104,0.098,0.255,4264000000,9.802,0.04058,3159000064,1372249984,3056999936,-0.043,0.74085,0.65102994,0.49206,USD,CCI,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,[],1775578808,NYQ,finmb_27198,America/New_York,EDT,-14400000,us_market,False,-0.8721234,85.815,REGULAR,Crown Castle Inc.,Crown Castle Inc.,Crown Castle International Corp. (REIT),2026-04-06,2.1 - Buy,False,True,903447000000,-0.75499725,84.72 - 86.56,NYSE,3468538,9.855003,0.12973939,75.96 - 115.76,-29.945,-0.25868174,-8.710325,1774915200,1770238800,1776888000,1776888000,1770240600,1770240600,True,2.52,2.93219,2.42218,35.42883,0.15119934,0.0017650318,-7.568901,-0.081051454,-22.82921,15,0,0.8311
