period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.47092,0.43,0.54,0.65,5,-0.2755
+1q,0.48152,0.39,0.58,0.61,5,-0.21059999
0y,2.42218,2.27,2.77,2.52,6,-0.0388
+1y,2.93219,2.58009,3.46,2.42218,5,0.21059999
