,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Ordinary Shares Number,435479010.0,434598208.0,433688863.0,433000000.0
Share Issued,435479010.0,434598208.0,433688863.0,433000000.0
Net Debt,24238000000.0,23954000000.0,22816000000.0,21573000000.0
Total Debt,29566000000.0,29380000000.0,28814000000.0,27960000000.0
Tangible Book Value,-7623000000.0,-6297000000.0,-6883000000.0,-6232000000.0
Invested Capital,22702000000.0,23921000000.0,29302000000.0,29178000000.0
Working Capital,-3335000000.0,-1087000000.0,-1553000000.0,-1514000000.0
Net Tangible Assets,-7623000000.0,-6297000000.0,-6883000000.0,-6232000000.0
Capital Lease Obligations,5229000000.0,5326000000.0,5893000000.0,6231000000.0
Common Stock Equity,-1635000000.0,-133000000.0,6381000000.0,7449000000.0
Total Capitalization,19919000000.0,23318000000.0,28467000000.0,28359000000.0
Total Equity Gross Minority Interest,-1635000000.0,-133000000.0,6381000000.0,7449000000.0
Stockholders Equity,-1635000000.0,-133000000.0,6381000000.0,7449000000.0
Gains Losses Not Affecting Retained Earnings,-5000000.0,-5000000.0,-4000000.0,-5000000.0
Other Equity Adjustments,-5000000.0,-5000000.0,-4000000.0,-5000000.0
Retained Earnings,-20161000000.0,-18525000000.0,-11889000000.0,-10666000000.0
Additional Paid In Capital,18527000000.0,18393000000.0,18270000000.0,18116000000.0
Capital Stock,4000000.0,4000000.0,4000000.0,4000000.0
Common Stock,4000000.0,4000000.0,4000000.0,4000000.0
Total Liabilities Net Minority Interest,33153000000.0,32869000000.0,32146000000.0,31472000000.0
Total Non Current Liabilities Net Minority Interest,28674000000.0,30692000000.0,29561000000.0,28741000000.0
Other Non Current Liabilities,9000000.0,24000000.0,7000000.0,7000000.0
Liabilities Heldfor Sale Non Current,1552000000.0,1534000000.0,,
Non Current Deferred Liabilities,276000000.0,320000000.0,1552000000.0,1616000000.0
Non Current Deferred Revenue,245000000.0,289000000.0,1310000000.0,1337000000.0
Non Current Deferred Taxes Liabilities,31000000.0,31000000.0,26000000.0,18000000.0
Long Term Debt And Capital Lease Obligation,26515000000.0,28513000000.0,27647000000.0,26791000000.0
Long Term Capital Lease Obligation,4961000000.0,5062000000.0,5561000000.0,5881000000.0
Long Term Debt,21554000000.0,23451000000.0,22086000000.0,20910000000.0
Long Term Provisions,322000000.0,301000000.0,355000000.0,327000000.0
Current Liabilities,4479000000.0,2177000000.0,2585000000.0,2731000000.0
Other Current Liabilities,762000000.0,710000000.0,,
Current Deferred Liabilities,192000000.0,141000000.0,605000000.0,736000000.0
Current Deferred Revenue,192000000.0,141000000.0,605000000.0,736000000.0
Current Debt And Capital Lease Obligation,3051000000.0,867000000.0,1167000000.0,1169000000.0
Current Capital Lease Obligation,268000000.0,264000000.0,332000000.0,350000000.0
Current Debt,2783000000.0,603000000.0,835000000.0,819000000.0
Other Current Borrowings,2783000000.0,603000000.0,835000000.0,819000000.0
Payables And Accrued Expenses,474000000.0,459000000.0,813000000.0,826000000.0
Current Accrued Expenses,403000000.0,411000000.0,561000000.0,590000000.0
Interest Payable,235000000.0,244000000.0,219000000.0,183000000.0
Payables,71000000.0,48000000.0,252000000.0,236000000.0
Accounts Payable,71000000.0,48000000.0,252000000.0,236000000.0
Total Assets,31518000000.0,32736000000.0,38527000000.0,38921000000.0
Total Non Current Assets,30374000000.0,31646000000.0,37495000000.0,37704000000.0
Other Non Current Assets,10352000000.0,11026000000.0,139000000.0,136000000.0
Non Current Accounts Receivable,2288000000.0,2279000000.0,2239000000.0,1954000000.0
Goodwill And Other Intangible Assets,5988000000.0,6164000000.0,13264000000.0,13681000000.0
Other Intangible Assets,861000000.0,1037000000.0,3179000000.0,3596000000.0
Goodwill,5127000000.0,5127000000.0,10085000000.0,10085000000.0
Net PPE,11746000000.0,12177000000.0,21853000000.0,21933000000.0
Accumulated Depreciation,-10841000000.0,-10417000000.0,-14279000000.0,-13071000000.0
Gross PPE,22587000000.0,22594000000.0,36132000000.0,35004000000.0
Construction In Progress,134000000.0,118000000.0,1134000000.0,913000000.0
Other Properties,19127000000.0,19138000000.0,32347000000.0,30879000000.0
Machinery Furniture Equipment,511000000.0,622000000.0,681000000.0,652000000.0
Buildings And Improvements,182000000.0,182000000.0,209000000.0,221000000.0
Land And Improvements,2633000000.0,2534000000.0,2442000000.0,2339000000.0
Properties,0.0,0.0,0.0,0.0
Current Assets,1144000000.0,1090000000.0,1032000000.0,1217000000.0
Other Current Assets,23000000.0,24000000.0,56000000.0,73000000.0
Assets Held For Sale Current,434000000.0,429000000.0,,
Restricted Cash,170000000.0,170000000.0,171000000.0,166000000.0
Prepaid Assets,79000000.0,74000000.0,103000000.0,102000000.0
Receivables,339000000.0,293000000.0,597000000.0,720000000.0
Accounts Receivable,339000000.0,293000000.0,597000000.0,720000000.0
Allowance For Doubtful Accounts Receivable,-9000000.0,-9000000.0,-19000000.0,-19000000.0
Gross Accounts Receivable,348000000.0,302000000.0,616000000.0,739000000.0
Cash Cash Equivalents And Short Term Investments,99000000.0,100000000.0,105000000.0,156000000.0
Cash And Cash Equivalents,99000000.0,100000000.0,105000000.0,156000000.0
