period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,992203910,946041000,1009000000,16,1061000000,-0.0648
+1q,993437440,943258000,1018000000,15,1060000000,-0.062800005
0y,4051048550,3855034000,4152000000,19,4264000000,-0.0499
+1y,4121939640,3852152000,4292000000,18,4051048550,0.0175
