,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,Vanguard Group Inc,0.1236,14565409,2434171080,0.0256
1,2025-12-31,Blackrock Inc.,0.084,9896312,1653871613,0.0179
2,2025-12-31,"First Eagle Investment Management, LLC",0.077,9074016,1516449509,-0.14109999
3,2025-12-31,State Street Corporation,0.0592,6976103,1165846299,0.0149
4,2025-12-31,"Wellington Management Group, LLP",0.0463,5453538,911395243,-0.2366
5,2025-12-31,"FMR, LLC",0.037100002,4376652,731426060,0.2598
6,2025-12-31,Boston Partners,0.0278,3274859,547294420,-0.1223
7,2025-12-31,"Geode Capital Management, LLC",0.0273,3214855,537266551,0.0053
8,2025-12-31,Van Eck Associates Corporation,0.0257,3024821,505508070,0.0007
9,2025-12-31,Morgan Stanley,0.0191,2254439,376761834,0.136
