period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,8562480299,6780958000,9560901000,5,8043000000,0.0646
+1q,8680040940,7103554000,10047677250,5,7887000000,0.100600004
0y,34613546490,27683000000,46628793670,9,33629000000,0.0293
+1y,35955427910,29050000000,47764517470,8,34613546490,0.0388
