period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,2.35268,2.3,2.44864,1.36,18,0.7299
+1q,2.66623,2.407,3.11,1.66,17,0.6062
0y,8.90725,8.53,9.42,4.93,21,0.8067
+1y,13.6546,10.87,18.0,8.90725,21,0.533
