Dividend Date,Ex-Dividend Date,Earnings Date,Earnings High,Earnings Low,Earnings Average,Revenue High,Revenue Low,Revenue Average
2026-03-18,2026-03-05,"[datetime.date(2026, 5, 7)]",2.44864,2.3,2.35268,3303251000,3180000000,3225640620
