,2025-06-30,2024-06-30,2023-06-30,2022-06-30
Tax Effect Of Unusual Items,-140280000.0,-105000000.0,-30660000.0,-12470000.0
Tax Rate For Calcs,0.21,0.21,0.21,0.29
Normalized EBITDA,2606000000.0,743000000.0,435000000.0,3447000000.0
Total Unusual Items,-668000000.0,-500000000.0,-146000000.0,-43000000.0
Total Unusual Items Excluding Goodwill,-668000000.0,-500000000.0,-146000000.0,-43000000.0
Net Income From Continuing Operation Net Minority Interest,1615000000.0,-765000000.0,-902000000.0,1546000000.0
Reconciled Depreciation,451000000.0,568000000.0,828000000.0,929000000.0
Reconciled Cost Of Revenue,5828000000.0,4544000000.0,4864000000.0,12919000000.0
EBITDA,1938000000.0,243000000.0,289000000.0,3404000000.0
EBIT,1487000000.0,-325000000.0,-539000000.0,2475000000.0
Net Interest Income,-312000000.0,-381000000.0,-291000000.0,-298000000.0
Interest Expense,357000000.0,414000000.0,310000000.0,304000000.0
Interest Income,45000000.0,33000000.0,19000000.0,6000000.0
Normalized Income,2142720000.0,-370000000.0,-786660000.0,1576530000.0
Net Income From Continuing And Discontinued Operation,1861000000.0,-798000000.0,-1684000000.0,1546000000.0
Total Expenses,7390000000.0,6220000000.0,6657000000.0,16359000000.0
Total Operating Income As Reported,2334000000.0,-403000000.0,-548000000.0,2391000000.0
Diluted Average Shares,359000000.0,326000000.0,318000000.0,316000000.0
Basic Average Shares,347000000.0,326000000.0,318000000.0,312000000.0
Diluted EPS,5.12,-1.72,-5.44,4.75
Basic EPS,5.31,-1.72,-5.44,4.81
Diluted NI Availto Com Stockholders,1841000000.0,-852000000.0,-1708000000.0,1546000000.0
Average Dilution Earnings,1000000.0,,,
Net Income Common Stockholders,1840000000.0,-852000000.0,-1708000000.0,1546000000.0
Otherunder Preferred Stock Dividend,4000000.0,,,
Preferred Stock Dividends,17000000.0,54000000.0,24000000.0,
Net Income,1861000000.0,-798000000.0,-1684000000.0,1546000000.0
Minority Interests,-28000000.0,,,
Net Income Including Noncontrolling Interests,1889000000.0,-798000000.0,-1684000000.0,1546000000.0
Net Income Discontinuous Operations,246000000.0,-33000000.0,-782000000.0,
Net Income Continuous Operations,1643000000.0,-765000000.0,-902000000.0,1546000000.0
Tax Provision,-513000000.0,26000000.0,53000000.0,625000000.0
Pretax Income,1130000000.0,-739000000.0,-849000000.0,2171000000.0
Other Income Expense,-688000000.0,-455000000.0,-156000000.0,35000000.0
Other Non Operating Income Expenses,-20000000.0,45000000.0,-10000000.0,78000000.0
Special Income Charges,-668000000.0,-500000000.0,-146000000.0,-43000000.0
Gain On Sale Of Ppe,0.0,0.0,8000000.0,7000000.0
Gain On Sale Of Business,-772000000.0,,,
Other Special Charges,-106000000.0,320000000.0,5000000.0,
Write Off,0.0,146000000.0,19000000.0,0.0
Restructuring And Mergern Acquisition,2000000.0,34000000.0,130000000.0,50000000.0
Net Non Operating Interest Income Expense,-312000000.0,-381000000.0,-291000000.0,-298000000.0
Interest Expense Non Operating,357000000.0,414000000.0,310000000.0,304000000.0
Interest Income Non Operating,45000000.0,33000000.0,19000000.0,6000000.0
Operating Income,2130000000.0,97000000.0,-402000000.0,2434000000.0
Operating Expense,1562000000.0,1676000000.0,1793000000.0,3440000000.0
Research And Development,994000000.0,950000000.0,986000000.0,2323000000.0
Selling General And Administration,568000000.0,726000000.0,807000000.0,1117000000.0
Gross Profit,3692000000.0,1773000000.0,1391000000.0,5874000000.0
Cost Of Revenue,5828000000.0,4544000000.0,4864000000.0,12919000000.0
Total Revenue,9520000000.0,6317000000.0,6255000000.0,18793000000.0
Operating Revenue,9520000000.0,6317000000.0,6255000000.0,18793000000.0
