period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,2.5337,2.49,2.59,2.32,22,0.0921
+1q,3.0547,2.96,3.15,2.65,22,0.1527
0y,11.54654,11.36072,12.0,10.02,26,0.1523
+1y,12.96569,12.51645,13.52,11.54654,23,0.1229
