,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-15400000.0,-23920000.0,-61870000.0,-15810000.0
Tax Rate For Calcs,0.22,0.23,0.23,0.17
Normalized EBITDA,6779000000.0,6179000000.0,5186000000.0,3548000000.0
Total Unusual Items,-70000000.0,-104000000.0,-269000000.0,-93000000.0
Total Unusual Items Excluding Goodwill,-70000000.0,-104000000.0,-269000000.0,-93000000.0
Net Income From Continuing Operation Net Minority Interest,3315000000.0,2754000000.0,2368000000.0,1446000000.0
Reconciled Depreciation,1560000000.0,1537000000.0,1215000000.0,1031000000.0
Reconciled Cost Of Revenue,5542000000.0,5239000000.0,4244000000.0,4434000000.0
EBITDA,6709000000.0,6075000000.0,4917000000.0,3455000000.0
EBIT,5149000000.0,4538000000.0,3702000000.0,2424000000.0
Net Interest Income,-684000000.0,-769000000.0,-489000000.0,-508000000.0
Interest Expense,803000000.0,910000000.0,808000000.0,616000000.0
Interest Income,119000000.0,141000000.0,319000000.0,108000000.0
Normalized Income,3369600000.0,2834080000.0,2575130000.0,1523190000.0
Net Income From Continuing And Discontinued Operation,3315000000.0,2754000000.0,2368000000.0,1446000000.0
Total Expenses,7641000000.0,7348000000.0,5940000000.0,5905000000.0
Rent Expense Supplemental,88000000.0,111000000.0,92000000.0,83000000.0
Total Operating Income As Reported,4929000000.0,4309000000.0,3694000000.0,3638000000.0
Diluted Average Shares,575000000.0,576000000.0,565000000.0,561000000.0
Basic Average Shares,572000000.0,573000000.0,564000000.0,559000000.0
Diluted EPS,5.77,4.78,4.19,2.58
Basic EPS,5.79,4.8,4.2,2.59
Diluted NI Availto Com Stockholders,3315000000.0,2754000000.0,2368000000.0,1446000000.0
Net Income Common Stockholders,3315000000.0,2754000000.0,2368000000.0,1446000000.0
Net Income,3315000000.0,2754000000.0,2368000000.0,1446000000.0
Minority Interests,-55000000.0,-48000000.0,-70000000.0,-52000000.0
Net Income Including Noncontrolling Interests,3370000000.0,2802000000.0,2438000000.0,1498000000.0
Net Income Continuous Operations,3370000000.0,2802000000.0,2438000000.0,1498000000.0
Tax Provision,976000000.0,826000000.0,456000000.0,310000000.0
Pretax Income,4346000000.0,3628000000.0,2894000000.0,1808000000.0
Other Income Expense,31000000.0,-16000000.0,-580000000.0,-1415000000.0
Other Non Operating Income Expenses,101000000.0,88000000.0,-311000000.0,-1322000000.0
Special Income Charges,-70000000.0,-104000000.0,-269000000.0,-93000000.0
Restructuring And Mergern Acquisition,70000000.0,104000000.0,269000000.0,93000000.0
Net Non Operating Interest Income Expense,-684000000.0,-769000000.0,-489000000.0,-508000000.0
Interest Expense Non Operating,803000000.0,910000000.0,808000000.0,616000000.0
Interest Income Non Operating,119000000.0,141000000.0,319000000.0,108000000.0
Operating Income,4999000000.0,4413000000.0,3963000000.0,3731000000.0
Operating Expense,2099000000.0,2109000000.0,1696000000.0,1471000000.0
Depreciation Amortization Depletion Income Statement,1560000000.0,1537000000.0,1215000000.0,1031000000.0
Depreciation And Amortization In Income Statement,1560000000.0,1537000000.0,1215000000.0,1031000000.0
Selling General And Administration,539000000.0,572000000.0,481000000.0,440000000.0
General And Administrative Expense,539000000.0,572000000.0,481000000.0,440000000.0
Other Gand A,451000000.0,461000000.0,389000000.0,357000000.0
Rent And Landing Fees,88000000.0,111000000.0,92000000.0,83000000.0
Gross Profit,7098000000.0,6522000000.0,5659000000.0,5202000000.0
Cost Of Revenue,5542000000.0,5239000000.0,4244000000.0,4434000000.0
Total Revenue,12640000000.0,11761000000.0,9903000000.0,9636000000.0
Operating Revenue,12640000000.0,11761000000.0,9903000000.0,9636000000.0
