period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,2.03961,1.81,2.29,1.72,12,0.1858
+1q,1.90198,1.81705,2.13,1.81,12,0.0508
0y,7.77354,7.44,8.35,6.95,14,0.1185
+1y,8.60218,8.12739,9.05,7.77354,13,0.1066
