,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,Vanguard Group Inc,0.0956,54153170,9056846652,0.0077
1,2025-12-31,Blackrock Inc.,0.094799995,53715217,8983601204,0.0417
2,2025-12-31,State Street Corporation,0.045300003,25653952,4290495076,0.0337
3,2025-12-31,Morgan Stanley,0.027999999,15875593,2655113473,0.0101
4,2025-12-31,Harris Associates L.P.,0.0275,15584531,2606434810,0.52849996
5,2025-12-31,"Geode Capital Management, LLC",0.0221,12501742,2090853779,-0.0055
6,2025-12-31,Royal Bank of Canada,0.0165,9322199,1559091126,0.0394
7,2025-12-31,NORGES BANK,0.0155,8756655,1464506722,0.0414
8,2025-12-31,Price (T.Rowe) Associates Inc,0.0154,8738773,1461516047,0.0637
9,2025-12-31,"Wellington Management Group, LLP",0.0143,8127388,1359264966,-0.2151
