,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-10766825.57778,702000.0,-124388000.0,-66720100.0,26101432.181971,
Tax Rate For Calcs,0.13276,0.039,0.257,0.193,0.057594,
Normalized EBITDA,1906300000.0,1802000000.0,1848700000.0,1781000000.0,1674600000.0,
Total Unusual Items,-81100000.0,18000000.0,-484000000.0,-345700000.0,453200000.0,
Total Unusual Items Excluding Goodwill,-81100000.0,18000000.0,-484000000.0,-345700000.0,453200000.0,
Net Income From Continuing Operation Net Minority Interest,820700000.0,853300000.0,366800000.0,488700000.0,1229600000.0,
Reconciled Depreciation,515900000.0,522900000.0,510300000.0,492500000.0,500900000.0,
Reconciled Cost Of Revenue,714100000.0,710800000.0,688700000.0,634500000.0,654400000.0,
EBITDA,1825200000.0,1820000000.0,1364700000.0,1435300000.0,2127800000.0,
EBIT,1309300000.0,1297100000.0,854400000.0,942800000.0,1626900000.0,
Net Interest Income,-304000000.0,-311000000.0,-312000000.0,-298400000.0,-289100000.0,
Interest Expense,344400000.0,347100000.0,342600000.0,325300000.0,321200000.0,
Interest Income,40400000.0,36100000.0,30600000.0,26900000.0,32100000.0,
Normalized Income,891033174.42222,836002000.0,726631965.611567,767679900.0,802501432.181971,
Net Income From Continuing And Discontinued Operation,820700000.0,853300000.0,366800000.0,488700000.0,1229600000.0,
Total Expenses,1493400000.0,1484100000.0,1429200000.0,1308700000.0,1381000000.0,
Total Operating Income As Reported,1160700000.0,1233300000.0,1197700000.0,1254100000.0,1080100000.0,
Diluted Average Shares,468429000.0,469039000.0,468791000.0,468519000.0,468418000.0,
Basic Average Shares,467586000.0,468287000.0,468178000.0,467640000.0,467337000.0,
Diluted EPS,1.75,1.82,0.78,1.04,2.62,
Basic EPS,1.76,1.82,0.78,1.05,2.63,
Diluted NI Availto Com Stockholders,820700000.0,853300000.0,366800000.0,488700000.0,1229600000.0,
Net Income Common Stockholders,820700000.0,853300000.0,366800000.0,488700000.0,1229600000.0,
Net Income,820700000.0,853300000.0,366800000.0,488700000.0,1229600000.0,
Minority Interests,-16100000.0,-59300000.0,-13700000.0,-9900000.0,-900000.0,
Net Income Including Noncontrolling Interests,836800000.0,912600000.0,380500000.0,498600000.0,1230500000.0,
Net Income Discontinuous Operations,0.0,0.0,0.0,0.0,0.0,
Net Income Continuous Operations,836800000.0,912600000.0,380500000.0,498600000.0,1230500000.0,
Tax Provision,128100000.0,37400000.0,131300000.0,118900000.0,75200000.0,
Pretax Income,964900000.0,950000000.0,511800000.0,617500000.0,1305700000.0,
Other Income Expense,24800000.0,27700000.0,-373900000.0,-338200000.0,428200000.0,
Other Non Operating Income Expenses,105900000.0,9700000.0,110100000.0,7500000.0,-25000000.0,
Special Income Charges,,,,,-86500000.0,0.0
Gain On Sale Of Security,2300000.0,18000000.0,-484000000.0,-345700000.0,539700000.0,
Net Non Operating Interest Income Expense,-304000000.0,-311000000.0,-312000000.0,-298400000.0,-289100000.0,
Interest Expense Non Operating,344400000.0,347100000.0,342600000.0,325300000.0,321200000.0,
Interest Income Non Operating,40400000.0,36100000.0,30600000.0,26900000.0,32100000.0,
Operating Income,1244100000.0,1233300000.0,1197700000.0,1254100000.0,1166600000.0,
Operating Expense,779300000.0,773300000.0,740500000.0,674200000.0,726600000.0,
Other Operating Expenses,26900000.0,17400000.0,-3500000.0,-55800000.0,-17400000.0,
Depreciation Amortization Depletion Income Statement,515900000.0,522900000.0,510300000.0,492500000.0,500900000.0,
Depreciation And Amortization In Income Statement,515900000.0,522900000.0,510300000.0,492500000.0,500900000.0,
Selling General And Administration,236500000.0,233000000.0,233700000.0,237500000.0,243100000.0,
Gross Profit,2023400000.0,2006600000.0,1938200000.0,1928300000.0,1893200000.0,
Cost Of Revenue,714100000.0,710800000.0,688700000.0,634500000.0,654400000.0,
Total Revenue,2737500000.0,2717400000.0,2626900000.0,2562800000.0,2547600000.0,
Operating Revenue,2737500000.0,2717400000.0,2626900000.0,2562800000.0,2547600000.0,
