period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,10727937630,10602800000,10800000000,25,9594000000,0.1182
+1q,11097365610,10875000000,11303625480,25,10172000000,0.091000006
0y,44615395060,44127000000,45071000000,34,40000000000,0.1154
+1y,49301174620,48370303000,50623000000,33,44615395060,0.105
