,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Ordinary Shares Number,1925267392.0,1933259368.0,1944515236.0,1958475124.0,1969512564.0,
Share Issued,1925267392.0,1933259368.0,1944515236.0,1958475124.0,1969512564.0,
Net Debt,6421000000.0,8007000000.0,8046000000.0,9028000000.0,8242000000.0,
Total Debt,21177000000.0,25171000000.0,25138000000.0,20762000000.0,20609000000.0,
Tangible Book Value,-9323000000.0,-10361000000.0,-9747000000.0,-8899000000.0,-8045000000.0,
Invested Capital,59403000000.0,62335000000.0,62931000000.0,57912000000.0,58001000000.0,
Working Capital,3506000000.0,2718000000.0,3971000000.0,2553000000.0,3531000000.0,
Net Tangible Assets,-8772000000.0,-9616000000.0,-8876000000.0,-8019000000.0,-7141000000.0,
Common Stock Equity,38226000000.0,37164000000.0,37793000000.0,37150000000.0,37392000000.0,
Preferred Stock Equity,551000000.0,745000000.0,871000000.0,880000000.0,904000000.0,
Total Capitalization,58365000000.0,57511000000.0,58254000000.0,54844000000.0,54976000000.0,
Total Equity Gross Minority Interest,38777000000.0,37909000000.0,38664000000.0,38030000000.0,38296000000.0,
Stockholders Equity,38777000000.0,37909000000.0,38664000000.0,38030000000.0,38296000000.0,
Other Equity Interest,-19000000.0,-124000000.0,-118000000.0,-120000000.0,-123000000.0,
Gains Losses Not Affecting Retained Earnings,247000000.0,248000000.0,209000000.0,-827000000.0,-1247000000.0,
Other Equity Adjustments,-245000000.0,-307000000.0,-356000000.0,-206000000.0,-105000000.0,
Foreign Currency Translation Adjustments,512000000.0,575000000.0,567000000.0,-627000000.0,-1139000000.0,
Minimum Pension Liabilities,-30000000.0,-32000000.0,-14000000.0,-8000000.0,-15000000.0,
Unrealized Gain Loss,10000000.0,12000000.0,12000000.0,14000000.0,12000000.0,
Retained Earnings,16018000000.0,15106000000.0,15956000000.0,16518000000.0,17438000000.0,
Additional Paid In Capital,21980000000.0,21934000000.0,21746000000.0,21579000000.0,21324000000.0,
Capital Stock,551000000.0,745000000.0,871000000.0,880000000.0,904000000.0,
Common Stock,0.0,0.0,0.0,0.0,0.0,
