period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,2.11909,1.85,2.52,1.78,21,0.19049999
+1q,3.14685,2.94,3.41,2.48,21,0.2689
0y,13.09407,12.59,13.58,10.75,25,0.2181
+1y,15.38497,14.13,18.16,13.09407,24,0.175
