period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,3319144710,3142800000,3549700000,12,2862000000,0.1597
+1q,3346542010,3279385670,3403800000,11,3175000000,0.054
0y,13780073540,13404000000,14148700000,16,13017000000,0.0586
+1y,14434174710,13876400000,14788000000,15,13780073540,0.0475
