period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.38233,0.18,0.59,1.51,19,-0.7468
+1q,1.97867,1.64,2.65,2.38,19,-0.16860001
0y,5.90014,5.04,6.6,6.89,19,-0.1437
+1y,7.67929,6.41304,9.58,5.90014,17,0.3015
