,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.150636,0.223151,0.224,0.23
Normalized EBITDA,1377708000.0,2157178000.0,2734594000.0,4267346000.0
Net Income From Continuing Operation Net Minority Interest,435199000.0,1077898000.0,1540555000.0,2749369000.0
Reconciled Depreciation,591432000.0,561929000.0,558275000.0,497140000.0
Reconciled Cost Of Revenue,10574861000.0,11017448000.0,11084996000.0,14982039000.0
EBITDA,1377708000.0,2157178000.0,2734594000.0,4267346000.0
EBIT,786276000.0,1595249000.0,2176319000.0,3770206000.0
Net Interest Income,-273894000.0,-207724000.0,-192115000.0,-198373000.0
Interest Expense,273894000.0,207724000.0,192115000.0,198373000.0
Normalized Income,435199000.0,1077898000.0,1540555000.0,2749369000.0
Net Income From Continuing And Discontinued Operation,435199000.0,1077898000.0,1540555000.0,2749369000.0
Total Expenses,14404362000.0,14805243000.0,14921011000.0,18956212000.0
Total Operating Income As Reported,786276000.0,1595249000.0,2176319000.0,3770206000.0
Diluted Average Shares,111822000.0,118980000.0,128998000.0,163481000.0
Basic Average Shares,111421000.0,118038000.0,127777000.0,161960000.0
Diluted EPS,3.89,9.06,11.94,16.82
Basic EPS,3.91,9.13,12.06,16.98
Diluted NI Availto Com Stockholders,435199000.0,1077898000.0,1540555000.0,2749369000.0
Net Income Common Stockholders,435199000.0,1077898000.0,1540555000.0,2749369000.0
Net Income,435199000.0,1077898000.0,1540555000.0,2749369000.0
Net Income Including Noncontrolling Interests,435199000.0,1077898000.0,1540555000.0,2749369000.0
Net Income Continuous Operations,435199000.0,1077898000.0,1540555000.0,2749369000.0
Tax Provision,77183000.0,309627000.0,443649000.0,822464000.0
Pretax Income,512382000.0,1387525000.0,1984204000.0,3571833000.0
Net Non Operating Interest Income Expense,-273894000.0,-207724000.0,-192115000.0,-198373000.0
Interest Expense Non Operating,273894000.0,207724000.0,192115000.0,198373000.0
Operating Income,786276000.0,1595249000.0,2176319000.0,3770206000.0
Operating Expense,3829501000.0,3787795000.0,3836015000.0,3974173000.0
Selling General And Administration,3829501000.0,3787795000.0,3836015000.0,3974173000.0
Gross Profit,4615777000.0,5383044000.0,6012334000.0,7744379000.0
Cost Of Revenue,10574861000.0,11017448000.0,11084996000.0,14982039000.0
Total Revenue,15190638000.0,16400492000.0,17097330000.0,22726418000.0
Operating Revenue,15190638000.0,16400492000.0,17097330000.0,22726418000.0
