,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,853284000.0,1492123000.0,1830537000.0,3259079000.0,
Repurchase Of Capital Stock,-413958000.0,-1517131000.0,-1811517000.0,-2593389000.0,
Repayment Of Debt,-4060847000.0,-1421397000.0,-4932221000.0,-6821222000.0,
Issuance Of Debt,4808000000.0,1954000000.0,5128000000.0,6882500000.0,
Capital Expenditure,-362602000.0,-380569000.0,-476335000.0,-340152000.0,
Interest Paid Supplemental Data,260515000.0,188453000.0,186497000.0,169390000.0,
Income Tax Paid Supplemental Data,67658000.0,373059000.0,578734000.0,936424000.0,
End Cash Position,181753000.0,153624000.0,66156000.0,80445000.0,
Beginning Cash Position,153624000.0,66156000.0,80445000.0,42603000.0,
Changes In Cash,28129000.0,87468000.0,-14289000.0,37842000.0,
Financing Cash Flow,279417000.0,-1074505000.0,-1652868000.0,-2603910000.0,
Cash Flow From Continuing Financing Activities,279417000.0,-1074505000.0,-1652868000.0,-2603910000.0,
Net Other Financing Charges,-53778000.0,-89977000.0,-37130000.0,-71799000.0,
Proceeds From Stock Option Exercised,,,659000.0,589000.0,726000.0
Net Common Stock Issuance,-413958000.0,-1517131000.0,-1811517000.0,-2593389000.0,
Common Stock Payments,-413958000.0,-1517131000.0,-1811517000.0,-2593389000.0,
Net Issuance Payments Of Debt,747153000.0,532603000.0,195779000.0,61278000.0,
Net Short Term Debt Issuance,,,,,513000000.0
Short Term Debt Payments,,,,,-2612000000.0
Short Term Debt Issuance,,,,,3125000000.0
Net Long Term Debt Issuance,747153000.0,532603000.0,195779000.0,61278000.0,
Long Term Debt Payments,-4060847000.0,-1421397000.0,-4932221000.0,-6821222000.0,
Long Term Debt Issuance,4808000000.0,1954000000.0,5128000000.0,6882500000.0,
Investing Cash Flow,-1467174000.0,-710719000.0,-668293000.0,-957479000.0,
Cash Flow From Continuing Investing Activities,-1467174000.0,-710719000.0,-668293000.0,-957479000.0,
Net Business Purchase And Sale,-1125322000.0,-344144000.0,-238673000.0,-628014000.0,
Sale Of Business,,,0.0,0.0,76162000.0
Purchase Of Business,-1125322000.0,-344144000.0,-238673000.0,-628014000.0,
Net PPE Purchase And Sale,-341852000.0,-366575000.0,-429620000.0,-329465000.0,
Sale Of PPE,20750000.0,13994000.0,46715000.0,10687000.0,
Purchase Of PPE,-362602000.0,-380569000.0,-476335000.0,-340152000.0,
Operating Cash Flow,1215886000.0,1872692000.0,2306872000.0,3599231000.0,
Cash Flow From Continuing Operating Activities,1215886000.0,1872692000.0,2306872000.0,3599231000.0,
Change In Working Capital,125943000.0,166224000.0,263640000.0,344666000.0,
Change In Other Working Capital,-10758000.0,-50125000.0,-38698000.0,-17900000.0,
Change In Other Current Assets,-9314000.0,-2828000.0,10941000.0,15173000.0,
Change In Payables And Accrued Expense,-253133000.0,-106950000.0,66046000.0,-329770000.0,
Change In Accrued Expense,-85954000.0,-78350000.0,-9704000.0,-15766000.0,
Change In Payable,-167179000.0,-28600000.0,75750000.0,-314004000.0,
Change In Account Payable,-167179000.0,-28600000.0,75750000.0,-314004000.0,
Change In Inventory,198519000.0,51475000.0,231457000.0,271889000.0,
Change In Receivables,200629000.0,274652000.0,-6106000.0,405274000.0,
Changes In Account Receivables,182499000.0,259616000.0,-24129000.0,381223000.0,
Other Non Cash Items,2992000.0,22563000.0,-1659000.0,4837000.0,
Stock Based Compensation,53512000.0,63111000.0,48522000.0,31337000.0,
Provisionand Write Offof Assets,,10419000.0,-11488000.0,38921000.0,20451000.0
Asset Impairment Charge,,,,38921000.0,20451000.0
Deferred Tax,6808000.0,-19033000.0,-102461000.0,-92461000.0,
Deferred Income Tax,6808000.0,-19033000.0,-102461000.0,-92461000.0,
Depreciation Amortization Depletion,591432000.0,561929000.0,558275000.0,497140000.0,
Depreciation And Amortization,591432000.0,561929000.0,558275000.0,497140000.0,
Operating Gains Losses,,16972000.0,-6344000.0,25422000.0,-29394000.0
Net Income From Continuing Operations,435199000.0,1077898000.0,1540555000.0,2749369000.0,
