period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,3177514840,3054000000,3273679000,21,3657496000,-0.1312
+1q,4079199370,3866600000,4238298060,21,4234064000,-0.0366
0y,15021685480,14521264290,15366000000,21,15190600000,-0.0111
+1y,15930609170,15300641490,16567000000,19,15021685480,0.060500003
