period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,14682118300,13968000000,17068000000,7,13412000000,0.0947
+1q,14325444060,13366664350,15094000000,6,13506000000,0.060700003
0y,58211406410,55153894550,62090000000,9,57677000000,0.0093
+1y,60004590910,56818049910,63844000000,9,58211406410,0.0308
