,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,0.0,0.0,-35400000.0,-132741000.0
Tax Rate For Calcs,0.226,0.158,0.2,0.147
Total Unusual Items,0.0,0.0,-177000000.0,-903000000.0
Total Unusual Items Excluding Goodwill,0.0,0.0,-177000000.0,-903000000.0
Net Income From Continuing Operation Net Minority Interest,3576000000.0,2727000000.0,2488000000.0,-1647000000.0
Reconciled Depreciation,128000000.0,383000000.0,-70000000.0,117000000.0
Normalized Income,3576000000.0,2727000000.0,2629600000.0,-876741000.0
Net Income From Continuing And Discontinued Operation,3576000000.0,2727000000.0,2488000000.0,-1647000000.0
Total Expenses,56310000000.0,67466000000.0,51193000000.0,58878000000.0
Diluted Average Shares,353700000.0,359300000.0,364600000.0,374700000.0
Basic Average Shares,351800000.0,357500000.0,363500000.0,372300000.0
Diluted EPS,9.99,7.5,6.74,-4.491002
Basic EPS,10.05,7.538462,6.764787,-4.491002
Diluted NI Availto Com Stockholders,3535000000.0,2695000000.0,2459000000.0,-1672000000.0
Average Dilution Earnings,0.0,0.0,0.0,0.0
Net Income Common Stockholders,3535000000.0,2695000000.0,2459000000.0,-1672000000.0
Otherunder Preferred Stock Dividend,41000000.0,32000000.0,29000000.0,25000000.0
Net Income,3576000000.0,2727000000.0,2488000000.0,-1647000000.0
Minority Interests,-156000000.0,-119000000.0,-20000000.0,28000000.0
Net Income Including Noncontrolling Interests,3732000000.0,2846000000.0,2508000000.0,-1675000000.0
Net Income Continuous Operations,3732000000.0,2846000000.0,2508000000.0,-1675000000.0
Earnings From Equity Interest Net Of Tax,129000000.0,144000000.0,49000000.0,-62000000.0
Tax Provision,1053000000.0,507000000.0,613000000.0,-279000000.0
Pretax Income,4656000000.0,3209000000.0,3072000000.0,-1892000000.0
Other Income Expense,4426000000.0,3037000000.0,4065000000.0,608000000.0
Special Income Charges,0.0,0.0,-177000000.0,-903000000.0
Impairment Of Capital Assets,0.0,0.0,177000000.0,903000000.0
Other Operating Expenses,192000000.0,270000000.0,286000000.0,105000000.0
Selling General And Administration,13012000000.0,13342000000.0,12951000000.0,12576000000.0
General And Administrative Expense,13012000000.0,13342000000.0,12951000000.0,12576000000.0
Other Gand A,13012000000.0,13342000000.0,12951000000.0,12576000000.0
Total Revenue,60967000000.0,70675000000.0,54265000000.0,56986000000.0
Operating Revenue,60967000000.0,70675000000.0,54265000000.0,56986000000.0
Loss Adjustment Expense,35327000000.0,47082000000.0,31268000000.0,41470000000.0
Net Policyholder Benefits And Claims,35327000000.0,47082000000.0,31268000000.0,41470000000.0
Policyholder Benefits Gross,40000000000.0,51428000000.0,39509000000.0,44635000000.0
Policyholder Benefits Ceded,4673000000.0,4346000000.0,8241000000.0,3165000000.0
