period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.38787,0.22,0.54,0.27,25,0.4366
+1q,0.45162,0.24,0.61,0.4,24,0.1291
0y,2.05832,1.21219,2.82,1.66,34,0.24
+1y,2.78319,1.49243,6.03,2.05832,32,0.3522
