period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.1561,0.03,0.25,0.29,15,-0.4617
+1q,0.17269,0.05,0.39,0.46,14,-0.6246
0y,0.76517,0.46,1.25,0.52,19,0.4715
+1y,0.94111,0.46,1.6,0.76517,18,0.2299
