,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-342723814.149263,22752000.0,-133223538.704581,265051094.890511
Tax Rate For Calcs,0.049377,0.288,0.179305,0.124088
Normalized EBITDA,2016000000.0,6000000.0,3318000000.0,4446000000.0
Total Unusual Items,-6941000000.0,79000000.0,-743000000.0,2136000000.0
Total Unusual Items Excluding Goodwill,-6941000000.0,79000000.0,-743000000.0,2136000000.0
Net Income From Continuing Operation Net Minority Interest,-6204000000.0,-1284000000.0,725000000.0,4381000000.0
Reconciled Depreciation,392000000.0,418000000.0,378000000.0,390000000.0
Reconciled Cost Of Revenue,20555000000.0,22388000000.0,19845000000.0,17744000000.0
EBITDA,-4925000000.0,85000000.0,2575000000.0,6582000000.0
EBIT,-5317000000.0,-333000000.0,2197000000.0,6192000000.0
Net Interest Income,-709000000.0,-783000000.0,-823000000.0,-933000000.0
Interest Expense,860000000.0,920000000.0,931000000.0,986000000.0
Interest Income,151000000.0,137000000.0,108000000.0,53000000.0
Normalized Income,394276185.850737,-1340248000.0,1334776461.295419,2510051094.890511
Net Income From Continuing And Discontinued Operation,-6190000000.0,-608000000.0,1104000000.0,4543000000.0
Total Expenses,27744000000.0,30204000000.0,27321000000.0,24575000000.0
Total Operating Income As Reported,-5269000000.0,-451000000.0,2342000000.0,6297000000.0
Diluted Average Shares,664000000.0,652000000.0,650000000.0,655000000.0
Basic Average Shares,664000000.0,652000000.0,649000000.0,641000000.0
Diluted EPS,-9.34,-1.02,1.61,6.94
Basic EPS,-9.34,-1.02,1.61,7.02
Diluted NI Availto Com Stockholders,-6204000000.0,-666000000.0,1046000000.0,4543000000.0
Net Income Common Stockholders,-6204000000.0,-666000000.0,1046000000.0,4543000000.0
Preferred Stock Dividends,14000000.0,58000000.0,58000000.0,
Net Income,-6190000000.0,-608000000.0,1104000000.0,4543000000.0
Minority Interests,-41000000.0,-32000000.0,-110000000.0,-88000000.0
Net Income Including Noncontrolling Interests,-6149000000.0,-576000000.0,1214000000.0,4631000000.0
Net Income Discontinuous Operations,14000000.0,676000000.0,379000000.0,162000000.0
Net Income Continuous Operations,-6163000000.0,-1252000000.0,835000000.0,4469000000.0
Earnings From Equity Interest Net Of Tax,-291000000.0,-360000000.0,-204000000.0,-91000000.0
Tax Provision,-305000000.0,-361000000.0,227000000.0,646000000.0
Pretax Income,-6177000000.0,-1253000000.0,1266000000.0,5206000000.0
Other Income Expense,-6937000000.0,82000000.0,-744000000.0,2128000000.0
Other Non Operating Income Expenses,4000000.0,3000000.0,-1000000.0,-8000000.0
Special Income Charges,-6877000000.0,-23000000.0,-676000000.0,2115000000.0
Gain On Sale Of Business,0.0,0.0,56000000.0,2343000000.0
Other Special Charges,,-29000000.0,120000000.0,128000000.0
Write Off,6130000000.0,83000000.0,27000000.0,0.0
Impairment Of Capital Assets,6130000000.0,83000000.0,27000000.0,0.0
Restructuring And Mergern Acquisition,747000000.0,-31000000.0,585000000.0,100000000.0
Gain On Sale Of Security,-64000000.0,102000000.0,-67000000.0,21000000.0
Net Non Operating Interest Income Expense,-709000000.0,-783000000.0,-823000000.0,-933000000.0
Interest Expense Non Operating,860000000.0,920000000.0,931000000.0,986000000.0
Interest Income Non Operating,151000000.0,137000000.0,108000000.0,53000000.0
Operating Income,1469000000.0,-552000000.0,2833000000.0,4011000000.0
Operating Expense,7189000000.0,7816000000.0,7476000000.0,6831000000.0
Depreciation Amortization Depletion Income Statement,392000000.0,418000000.0,378000000.0,390000000.0
Depreciation And Amortization In Income Statement,392000000.0,418000000.0,378000000.0,390000000.0
Selling General And Administration,6797000000.0,7398000000.0,7098000000.0,6441000000.0
General And Administrative Expense,6797000000.0,7398000000.0,7098000000.0,6441000000.0
Other Gand A,6658000000.0,7245000000.0,7033000000.0,6398000000.0
Salaries And Wages,139000000.0,153000000.0,65000000.0,43000000.0
Gross Profit,8658000000.0,7264000000.0,10309000000.0,10842000000.0
Cost Of Revenue,20555000000.0,22388000000.0,19845000000.0,17744000000.0
Total Revenue,29213000000.0,29652000000.0,30154000000.0,28586000000.0
Operating Revenue,29213000000.0,29652000000.0,30154000000.0,28586000000.0
